episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1501, -169.13582667708397, 5, 13.76494404499681, 58, 365499,                                             9837, 34.64762496948242, 120.42808532714844
1502, 2269.2001545727253, 1, 18.517266620001465, 122, 365621,                                             9959, 29.645814895629883, 116.98737335205078
1503, 1762.2904349267483, 1, 57.895279735996155, 394, 366015,                                             10353, 29.46913719177246, 118.21123504638672
1504, 962.4802241921425, 1, 46.48705157999939, 290, 366305,                                             10643, 29.3981990814209, 117.63467407226562
1505, 2360.794641673565, 1, 22.949495736000245, 139, 366444,                                             10782, 28.698028564453125, 117.12610626220703
1506, 1273.4825566262007, 1, 59.772722761001205, 308, 366752,                                             11090, 26.3791561126709, 114.2886962890625
1507, -4078.4759035110474, 3, 31.86455231600121, 157, 366909,                                             11247, 24.244487762451172, 114.7916259765625
1508, 2197.03634378314, 1, 43.79461225600244, 204, 367113,                                             11451, 26.115535736083984, 118.68050384521484
1509, -2719.7854021191597, 3, 49.50081694099936, 240, 367353,                                             11691, 26.622276306152344, 118.16835021972656
1510, 2375.3589714467525, 1, 19.899208428003476, 94, 367447,                                             11785, 27.01746368408203, 116.82267761230469
1511, 1592.7263024449348, 1, 41.697296081001696, 205, 367652,                                             11990, 26.18166160583496, 119.31053161621094
1512, -2471.2236490249634, 3, 6.345230298997194, 30, 367682,                                             12020, 18.48123550415039, 110.10602569580078
1513, 1252.5886306762695, 1, 54.16391262700199, 267, 367949,                                             12287, 25.132966995239258, 115.52079772949219
1514, -4508.8093321323395, 2, 36.31506186900515, 219, 368168,                                             12506, 24.976871490478516, 115.65866088867188
1515, 2369.6830009520054, 1, 16.895354309999675, 101, 368269,                                             12607, 28.972179412841797, 115.35652160644531
1516, 2306.4090883135796, 1, 18.064480684995942, 102, 368371,                                             12709, 28.23383140563965, 117.91567993164062
1517, -3033.2195403575897, 3, 18.658254750997003, 107, 368478,                                             12816, 27.349315643310547, 114.16951751708984
1518, 2269.08280056715, 1, 28.31950397100445, 159, 368637,                                             12975, 28.86334228515625, 119.58629608154297
1519, 1610.4771956205368, 1, 50.8251591349981, 297, 368934,                                             13272, 26.393226623535156, 114.12769317626953
1520, -3273.1044360399246, 3, 42.9063403419932, 251, 369185,                                             13523, 25.577138900756836, 110.67631530761719
1521, -2512.9631276130676, 3, 21.344613619003212, 127, 369312,                                             13650, 25.597341537475586, 112.36009216308594
1522, 2259.9451422691345, 1, 29.5631175860035, 179, 369491,                                             13829, 25.275341033935547, 113.27367401123047
1523, -9684.805267095566, 2, 117.97971035599767, 693, 370184,                                             14522, 25.316194534301758, 112.6258544921875
1524, 469.63642528653145, 1, 37.012688410999544, 202, 370386,                                             14724, 21.487167358398438, 113.95158386230469
1525, -2712.5983344316483, 3, 17.560102244002337, 96, 370482,                                             14820, 22.836923599243164, 114.84278106689453
1526, -2609.5751718878746, 3, 25.78873731099884, 144, 370626,                                             14964, 22.652379989624023, 111.37528991699219
1527, 2064.5714781284332, 1, 26.90873327400186, 145, 370771,                                             15109, 22.616273880004883, 109.85485076904297
1528, -2580.1159965991974, 2, 20.37314020699705, 109, 370880,                                             15218, 22.65947151184082, 114.131103515625
1529, 1685.3338671326637, 1, 39.54784251399542, 222, 371102,                                             15440, 22.424793243408203, 109.40879821777344
1530, -220.1162002235651, 1, 72.6456065359962, 413, 371515,                                             15853, 24.20977020263672, 110.31554412841797
1531, 1183.9463577270508, 1, 50.35753702099464, 283, 371798,                                             16136, 23.203113555908203, 110.70905303955078
1532, -3010.2448625564575, 3, 42.7744453379928, 232, 372030,                                             16368, 22.7437744140625, 108.91275787353516
1533, -3302.618016600609, 3, 37.47055408300366, 215, 372245,                                             16583, 23.12126922607422, 109.42891693115234
1534, 2368.0931304097176, 1, 11.267268167997827, 64, 372309,                                             16647, 22.087400436401367, 108.22920227050781
1535, -2456.2058806419373, 3, 5.751286039005208, 30, 372339,                                             16677, 22.860004425048828, 112.87996673583984
1536, 1836.3998446762562, 1, 33.493153566996625, 183, 372522,                                             16860, 23.845714569091797, 108.25142669677734
1537, 1591.5378884673119, 1, 36.65871006499947, 204, 372726,                                             17064, 22.74387550354004, 109.10528564453125
1538, -3190.2063778042793, 3, 63.475392257998465, 347, 373073,                                             17411, 21.389253616333008, 108.44697570800781
1539, 2297.7843270897865, 1, 18.299532801996975, 97, 373170,                                             17508, 20.2579402923584, 106.63536071777344
1540, -2636.1737933158875, 3, 26.526770032003697, 155, 373325,                                             17663, 23.2680721282959, 106.06414031982422
1541, 2262.2020062208176, 1, 17.682433189998847, 98, 373423,                                             17761, 23.722379684448242, 106.01406860351562
