episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, -4042.7284915447235, 3, 29.92372098099986, 270, 25040,                                             25040, 27.963266372680664, 362.561279296875
2, -3603.0033552646637, 2, 45.07560958199974, 381, 25421,                                             25421, 27.446630477905273, 365.46124267578125
3, -3087.649472951889, 2, 22.011381131000235, 194, 25615,                                             25615, 29.150400161743164, 370.47784423828125
4, 2394.2043917179108, 1, 9.31685495199963, 83, 25698,                                             25698, 27.589664459228516, 380.86358642578125
5, -2244.7786705493927, 3, 4.223702331999448, 37, 25735,                                             25735, 29.599699020385742, 374.2768859863281
6, -2297.180619955063, 2, 3.8072809979994418, 32, 25767,                                             25767, 27.125463485717773, 381.3538818359375
7, -2769.1378440856934, 2, 15.79521906500031, 131, 25898,                                             25898, 27.87774085998535, 374.395751953125
8, -3398.625830769539, 2, 41.27882760899956, 343, 26241,                                             26241, 28.744436264038086, 372.6163024902344
9, -2536.6235785484314, 2, 14.288065570999606, 116, 26357,                                             26357, 28.157825469970703, 379.1052551269531
10, -2684.548674106598, 2, 13.952376379999805, 121, 26478,                                             26478, 29.491966247558594, 385.8550720214844
11, -2721.0938438773155, 3, 23.64707078399988, 189, 26667,                                             26667, 28.117338180541992, 377.54583740234375
12, -3575.4044075012207, 3, 29.760800842999743, 226, 26893,                                             26893, 30.043521881103516, 385.91461181640625
13, -13616.792857646942, 3, 121.6565627609998, 1032, 27925,                                             27925, 29.32676887512207, 393.1842041015625
14, -7032.38251543045, 3, 51.52297214700047, 451, 28376,                                             28376, 26.538352966308594, 383.1417236328125
15, -6995.668335437775, 3, 52.21329938300005, 446, 28822,                                             28822, 24.67724609375, 375.474365234375
16, -6835.074804782867, 3, 54.028844308999396, 433, 29255,                                             29255, 22.167694091796875, 371.80267333984375
17, -6491.389232158661, 3, 58.81574823000028, 410, 29665,                                             29665, 20.540508270263672, 361.9981994628906
18, -6785.862058162689, 3, 59.2709577100004, 422, 30087,                                             30087, 18.59457778930664, 364.1002197265625
19, -6764.843315601349, 3, 52.076762659999986, 410, 30497,                                             30497, 17.96672821044922, 365.48577880859375
20, -6218.573929309845, 3, 52.15564513299978, 396, 30893,                                             30893, 17.837139129638672, 373.0364685058594
21, -6653.4217047691345, 3, 51.646548923999944, 428, 31321,                                             31321, 16.60704803466797, 376.3844299316406
22, -6637.335041046143, 3, 51.39641957599997, 426, 31747,                                             31747, 15.138707160949707, 380.3608703613281
23, -3058.243688106537, 3, 24.440305252000144, 206, 31953,                                             31953, 16.118465423583984, 377.5267333984375
24, -3198.663420200348, 2, 26.93880480899952, 207, 32160,                                             32160, 14.440041542053223, 380.66204833984375
25, -3363.6157507896423, 2, 20.1133256840003, 153, 32313,                                             32313, 16.0124454498291, 377.1031494140625
26, -3935.843544960022, 2, 46.321786255000006, 308, 32621,                                             32621, 14.948576927185059, 374.577392578125
27, -2886.2387483119965, 2, 22.895578734000082, 151, 32772,                                             32772, 14.424332618713379, 370.4377746582031
28, -3622.1136734485626, 3, 37.471182731000226, 256, 33028,                                             33028, 14.846334457397461, 370.2658996582031
29, -2454.329346179962, 3, 16.273732708000352, 102, 33130,                                             33130, 13.89492130279541, 369.4161682128906
30, -2570.837889432907, 2, 16.307889865000107, 124, 33254,                                             33254, 14.64212417602539, 365.2182312011719
31, -2402.4243198633194, 3, 13.751284750000195, 92, 33346,                                             33346, 14.195686340332031, 365.0657653808594
32, -2340.8906544446945, 2, 11.383816831000331, 73, 33419,                                             33419, 14.339056015014648, 365.6188049316406
33, -2751.6643141508102, 2, 27.281934929999807, 190, 33609,                                             33609, 14.224002838134766, 363.72088623046875
