episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
7901, 2368.1584817022085, 1, 15.77884281399929, 30, 2492863,                                             75185, 62.644161224365234, 492.494140625
7902, 2096.262682020664, 1, 37.36901358599971, 74, 2492937,                                             75259, 64.15470886230469, 494.0087585449219
7903, -2787.4849696159363, 3, 18.40451550600119, 34, 2492971,                                             75293, 61.74576950073242, 494.1259765625
7904, -2491.4830894470215, 2, 53.33616052800062, 88, 2493059,                                             75381, 64.66236114501953, 493.8849792480469
7905, -576.4073134064674, 5, 87.56256162800128, 123, 2493182,                                             75504, 63.02785110473633, 492.8280944824219
7906, 2359.547612786293, 1, 30.72358043300119, 41, 2493223,                                             75545, 61.59166717529297, 494.7041320800781
7907, -3322.331773042679, 2, 113.49698689099932, 166, 2493389,                                             75711, 63.32320022583008, 493.9697265625
7908, 2258.6392816901207, 1, 39.86428404700018, 58, 2493447,                                             75769, 61.933475494384766, 495.2074279785156
7909, 518.1452597975731, 1, 225.61234282499936, 362, 2493809,                                             76131, 63.039859771728516, 494.2248229980469
7910, -2458.8875629901886, 3, 32.32574386899978, 53, 2493862,                                             76184, 63.333805084228516, 495.5577392578125
7911, -150.255186855793, 5, 36.71892375100106, 57, 2493919,                                             76241, 62.67448425292969, 495.9286193847656
7912, -2651.3249138593674, 3, 45.71932381099941, 68, 2493987,                                             76309, 64.46782684326172, 495.1533203125
7913, -153.0347648859024, 5, 24.810249064001255, 40, 2494027,                                             76349, 64.75568389892578, 496.04486083984375
7914, -2386.976875066757, 3, 51.104772857999706, 81, 2494108,                                             76430, 61.90169143676758, 494.88232421875
7915, 2380.2388920783997, 1, 20.989958015999946, 33, 2494141,                                             76463, 63.35546112060547, 495.4380187988281
7916, -459.6266726255417, 5, 64.04108187599923, 101, 2494242,                                             76564, 61.74787902832031, 495.9681396484375
7917, 2308.209795355797, 1, 27.75417768800071, 45, 2494287,                                             76609, 60.33997344970703, 495.77838134765625
